idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,anomaly_label_x,anomaly_label_y,net_spending,fee_ratio,cashback_ratio,points_per_dollar,hour,weekday,is_weekend,day_part,transactions_per_user,avg_spent_per_user,merchant_transaction_count
3219,23ed1f94-2273-4042-8128-86facde94aa8,USER_05786,2024-04-14 01:29:00,Insurance Premium,Motor Insurance,ICICI Prudential,250.43,30.09,40.94,474,Bank Transfer,Successful,MERCH_0396,Android,Urban,normal,normal,209.49,0.12015333626163,0.16347881643573053,1.8927444794952681,1,6,1,Night,1,250.43,7
3220,6db7c906-f79a-4448-8902-aacbf7e65a84,USER_01544,2024-04-14 02:16:00,Streaming Service,Student Offer,Hotstar,8893.12,25.22,79.55,144,Wallet Balance,Successful,MERCH_0691,Android,Urban,normal,normal,8813.570000000002,0.0028359001115469034,0.008945117124248857,0.01619229246878486,2,6,1,Night,2,8314.29,6
3221,4af78103-ddf8-416e-aaba-c26676155eba,USER_07777,2024-04-14 04:01:00,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,6257.72,9.26,66.46,241,Wallet Balance,Successful,MERCH_0383,iOS,Urban,normal,normal,6191.26,0.001479772185396598,0.010620481581150962,0.03851242944714688,4,6,1,Night,1,6257.72,6
3222,ce6f90dc-0a68-4682-ab7b-375a4e35c4b2,USER_08331,2024-04-14 04:18:00,Grocery Shopping,Dairy Milk Chocolate,BigBasket,1524.57,17.45,73.48,142,Bank Transfer,Pending,MERCH_0222,Android,Urban,normal,normal,1451.09,0.011445850305331995,0.04819719658657851,0.09314101681129762,4,6,1,Night,4,3412.085,13
3223,912853e7-f32a-48f0-9e61-b773f48fe4cc,USER_05868,2024-04-14 05:26:00,Gift Card,Rs. 2000 Gift Voucher,Flipkart,8780.73,36.01,99.86,332,Bank Transfer,Successful,MERCH_0826,Android,Urban,normal,normal,8680.869999999999,0.004101025768928096,0.011372630749379609,0.03781006818339706,5,6,1,Night,1,8780.73,4
3224,7c4b4c6d-e612-42d0-b3df-e4b3f4323217,USER_09753,2024-04-14 05:44:00,Water Bill,Commercial Property,Bangalore Water Supply,6731.95,1.69,71.75,465,Debit Card,Successful,MERCH_0603,iOS,Urban,normal,normal,6660.2,0.0002510416744034047,0.010658130259434488,0.06907359680330365,5,6,1,Night,2,7740.459999999999,8
3225,1ec743b0-6033-40f0-9c12-ef33312a3589,USER_03334,2024-04-14 07:52:00,Loan Repayment,Personal Loan Payment,ICICI Bank,5404.41,38.38,46.32,157,Credit Card,Successful,MERCH_0650,Web,Urban,normal,normal,5358.09,0.007101607761069202,0.00857077830882557,0.02905034962188287,7,6,1,Morning,1,5404.41,4
3226,f81644dc-1e1f-4411-a7b7-3f2669117cb7,USER_03308,2024-04-14 10:09:00,Online Shopping,Laptop Backpack,Snapdeal,1177.97,35.85,75.35,580,Debit Card,Pending,MERCH_0346,Android,Suburban,normal,normal,1102.6200000000001,0.030433712233758077,0.06396597536439806,0.49237247128534684,10,6,1,Morning,1,1177.97,9
3227,2ec5a9cf-5881-46be-9fcd-f1917808f9e7,USER_08168,2024-04-14 10:15:00,Flight Booking,Chennai to Hyderabad,Ixigo,8867.27,4.18,96.11,460,Bank Transfer,Successful,MERCH_0864,Web,Urban,normal,normal,8771.16,0.0004713964952008904,0.010838736161186024,0.051876169328327656,10,6,1,Morning,3,6478.913333333333,7
3228,2f70d77b-5853-495c-8229-c7bda847e847,USER_07596,2024-04-14 12:52:00,Rent Payment,1BHK Apartment Rent,Nestaway,581.69,28.75,37.77,813,UPI,Successful,MERCH_0748,iOS,Urban,normal,normal,543.9200000000001,0.04942495143461293,0.06493149271948977,1.3976516701335762,12,6,1,Afternoon,2,1743.875,6
3229,c0023cb6-72a9-4885-becb-719d36b3a666,USER_09311,2024-04-14 14:16:00,Food Delivery,Vegetable Biryani,Swiggy,1588.84,36.37,84.71,339,Bank Transfer,Successful,MERCH_0543,Android,Urban,normal,normal,1504.1299999999999,0.022890914126029054,0.05331562649480124,0.21336320837843964,14,6,1,Afternoon,1,1588.84,3
3230,36c50593-f2a4-4d76-9ebf-f24a555f41d1,USER_01169,2024-04-14 16:22:00,Electricity Bill,Residential Bill,CESC,7623.59,36.75,58.72,556,Wallet Balance,Successful,MERCH_0405,Android,Urban,normal,normal,7564.87,0.004820563540274333,0.007702407920677791,0.07293151913993276,16,6,1,Afternoon,1,7623.59,7
3231,4939411e-0cd4-42fe-8300-837124a6e889,USER_01311,2024-04-14 19:09:00,Water Bill,Industrial Use,Bangalore Water Supply,812.57,47.97,12.9,470,Wallet Balance,Successful,MERCH_0896,iOS,Urban,normal,normal,799.6700000000001,0.059034913915108844,0.015875555336770986,0.5784117060684002,19,6,1,Evening,2,4918.18,4
3232,6f4cefc8-ab79-4616-952f-5ec0265af609,USER_00958,2024-04-14 22:07:00,Mobile Recharge,Prepaid Plan 399,Jio,9161.59,22.18,18.5,618,Debit Card,Successful,MERCH_0660,Web,Suburban,normal,normal,9143.09,0.0024209771447969183,0.0020193001433157346,0.06745553992265535,22,6,1,Evening,1,9161.59,5
3233,fe116a9b-d210-47c7-8d11-c5b6a549b107,USER_02986,2024-04-14 22:15:00,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,319.5,32.76,43.91,80,Debit Card,Successful,MERCH_0852,Android,Urban,normal,normal,275.59000000000003,0.10253521126760563,0.13743348982785603,0.25039123630672927,22,6,1,Evening,2,527.335,6
3234,c119f557-2d0e-410c-9e48-d8a318cf1e12,USER_09137,2024-04-15 00:13:00,Streaming Service,Student Offer,ZEE5,6475.9,43.79,38.5,562,Debit Card,Successful,MERCH_0912,iOS,Urban,normal,normal,6437.4,0.0067619944718108685,0.005945119597276055,0.08678330425114657,0,0,0,Night,2,3930.015,3
3235,5e1e88ef-7555-425f-a2d0-11f2bb870e3e,USER_01885,2024-04-15 02:20:00,Education Fee,MBA Entrance Prep,Udemy,4087.17,36.95,93.13,653,UPI,Successful,MERCH_0766,Android,Urban,normal,normal,3994.04,0.00904048522571853,0.022785937457947675,0.15976825040309064,2,0,0,Night,1,4087.17,3
3236,45cabf43-6ce8-4c08-918f-53945ae9fbbf,USER_00111,2024-04-15 03:33:00,Flight Booking,Ahmedabad to Jaipur,Ixigo,3338.47,29.52,97.44,728,Credit Card,Successful,MERCH_0470,iOS,Urban,normal,normal,3241.0299999999997,0.0088423739018173,0.029187022797868487,0.21806396343235077,3,0,0,Night,3,4231.97,8
3237,919a5063-f443-4fa8-8877-07b5b7ad7870,USER_03391,2024-04-15 03:37:00,Rent Payment,2BHK Flat Deposit,NoBroker,3298.59,48.44,71.45,64,Bank Transfer,Successful,MERCH_0409,Android,Urban,normal,normal,3227.1400000000003,0.014685062405452025,0.021660770207876698,0.019402229437426293,3,0,0,Night,2,2229.53,8
3238,40c87edb-1db8-4df6-a819-5eaec63fcd05,USER_03522,2024-04-15 04:26:00,Water Bill,Commercial Property,Hyderabad Water Board,5981.46,5.85,35.57,847,UPI,Successful,MERCH_0721,Android,Urban,normal,normal,5945.89,0.0009780220882527008,0.00594670866310232,0.14160422371795514,4,0,0,Night,1,5981.46,6
3239,0564cafe-f246-4d8e-af27-641f09cedffd,USER_08949,2024-04-15 05:58:00,Hotel Booking,Dormitory Bed,Treebo,5558.86,22.45,93.95,411,Bank Transfer,Successful,MERCH_0134,Android,Urban,normal,normal,5464.91,0.004038597842003577,0.016900947316536127,0.07393602285360668,5,0,0,Night,1,5558.86,9
3240,d59c0cb8-4e6a-4c76-8d78-9fe6b3785b07,USER_02965,2024-04-15 08:11:00,Mobile Recharge,Postpaid Plan 599,BSNL,4707.42,24.47,34.75,680,Wallet Balance,Successful,MERCH_0211,Android,Urban,normal,normal,4672.67,0.005198176495829987,0.007381962943608176,0.14445280004758446,8,0,0,Morning,2,3520.67,6
3241,c4f30f2d-5286-4091-98d1-1a6cf4f84476,USER_02530,2024-04-15 08:31:00,Water Bill,Borewell Charges,Hyderabad Water Board,6113.08,46.2,5.57,257,Wallet Balance,Successful,MERCH_0347,Web,Urban,normal,normal,6107.51,0.007557565089938297,0.0009111609859514353,0.042041000608531214,8,0,0,Morning,2,3523.085,2
3242,4b3f5106-ceba-4c38-86e5-13aa58ff9057,USER_06968,2024-04-15 08:57:00,Gift Card,Rs. 2000 Gift Voucher,Pantaloons,261.29,23.15,14.0,380,Credit Card,Successful,MERCH_0265,Android,Rural,normal,normal,247.29000000000002,0.08859887481342568,0.05358031306211489,1.4543227831145469,8,0,0,Morning,1,261.29,6
3243,cb3670c9-e764-41b2-8daa-34bc070edc30,USER_02246,2024-04-15 11:37:00,Grocery Shopping,Dairy Milk Chocolate,BigBasket,19.64,48.97,97.47,63,UPI,Successful,MERCH_0467,Android,Urban,anomaly,anomaly,-77.83,2.4933808553971484,4.962830957230143,3.2077393075356415,11,0,0,Morning,1,19.64,4
3244,bd15e082-5f57-4251-b394-a0676c0ab4e9,USER_09461,2024-04-15 13:21:00,Hotel Booking,Dormitory Bed,OYO Rooms,8208.67,27.59,8.09,462,Credit Card,Successful,MERCH_0609,Android,Rural,normal,normal,8200.58,0.0033610804186305454,0.000985543334060207,0.05628195554212802,13,0,0,Afternoon,2,6488.0650000000005,6
3245,a26de62e-c0d0-4fc7-90d5-9f70eca8751d,USER_01650,2024-04-15 16:45:00,Hotel Booking,Dormitory Bed,Fab Hotels,2156.31,28.11,64.07,87,Bank Transfer,Successful,MERCH_0618,Web,Rural,normal,normal,2092.24,0.013036158993836693,0.029712796397549514,0.04034670339607942,16,0,0,Afternoon,1,2156.31,5
3246,78536ea2-4413-495d-ac08-a1d6ef901375,USER_08153,2024-04-15 17:27:00,Movie Ticket,Dangal,INOX,9077.32,0.49,43.07,271,Debit Card,Successful,MERCH_0258,iOS,Urban,normal,normal,9034.25,5.3980690335914126e-05,0.004744792515852697,0.02985462669598516,17,0,0,Afternoon,3,5370.8099999999995,8
3247,9a6a9dc8-60a2-4ba3-8ba4-7d32d0ef7da5,USER_00160,2024-04-15 18:37:00,Hotel Booking,Suite,OYO Rooms,3342.2,24.4,18.01,797,UPI,Successful,MERCH_0712,Web,Urban,normal,normal,3324.1899999999996,0.007300580455987075,0.005388666148046198,0.23846568128777454,18,0,0,Evening,3,3144.976666666667,4
3248,b1e9bff7-2e50-4247-8f8c-5f8b73aa36e1,USER_07776,2024-04-15 22:04:00,Mobile Recharge,Data Pack 50GB,Jio,6945.53,43.6,35.47,420,UPI,Successful,MERCH_0733,iOS,Urban,normal,normal,6910.0599999999995,0.006277418713906643,0.005106881692253867,0.06047054724405481,22,0,0,Evening,1,6945.53,2
3249,7ab7d746-c1c5-4a45-874a-42d3f08b7da7,USER_01550,2024-04-15 23:02:00,Gift Card,Rs. 5000 Luxury Card,Flipkart,3308.51,13.46,13.41,526,Credit Card,Successful,MERCH_0598,Web,Rural,normal,normal,3295.1000000000004,0.004068296604816065,0.004053184061707535,0.15898395350172737,23,0,0,Evening,1,3308.51,9
3250,e13bd275-803d-4195-b0cd-eeaf7c01cc25,USER_05705,2024-04-16 00:29:00,Streaming Service,Family Subscription,Amazon Prime,5058.04,15.43,59.47,539,Credit Card,Successful,MERCH_0059,iOS,Urban,normal,normal,4998.57,0.003050588765608813,0.011757518722667278,0.10656301650441673,0,1,0,Night,2,6476.955,7
3251,44888515-8a5d-4ec5-9dea-5196810450ce,USER_00112,2024-04-16 01:56:00,Grocery Shopping,Dairy Milk Chocolate,Grofers,1058.18,2.98,26.18,470,Credit Card,Successful,MERCH_0375,Android,Urban,normal,normal,1032.0,0.0028161560415052257,0.02474059233778752,0.4441588387608913,1,1,0,Night,2,4203.0199999999995,4
3252,91b6df54-73de-458b-8c16-fa251045c104,USER_07149,2024-04-16 02:47:00,Mobile Recharge,Annual Plan 2999,Idea,3263.23,15.28,60.57,957,UPI,Successful,MERCH_0747,iOS,Urban,normal,normal,3202.66,0.004682477177520432,0.01856136404727831,0.29326771327794854,2,1,0,Night,1,3263.23,7
3253,284f98e0-8b42-4f5c-8b7a-5962e12f7616,USER_09822,2024-04-16 03:53:00,Taxi Fare,City Ride,Uber,2188.74,2.5,52.88,573,UPI,Successful,MERCH_0252,Android,Suburban,normal,normal,2135.8599999999997,0.0011422096731452801,0.024160019006368966,0.2617944570848982,3,1,0,Night,2,1240.3849999999998,2
3254,34ac2d85-c41b-447f-b544-17a3963474f2,USER_00033,2024-04-16 04:26:00,Gift Card,Rs. 500 E-Gift Card,Flipkart,4671.79,27.57,83.43,333,UPI,Successful,MERCH_0115,Web,Urban,normal,normal,4588.36,0.005901378272567902,0.017858251334071096,0.071278888819917,4,1,0,Night,1,4671.79,3
3255,62a2d084-3980-4005-9f02-15cab497f8d0,USER_06862,2024-04-16 06:14:00,Gaming Credits,Battle Pass,Call of Duty Mobile,6805.66,17.32,63.26,257,Bank Transfer,Successful,MERCH_0861,Android,Urban,normal,normal,6742.4,0.00254494053479016,0.00929520428584443,0.037762685764496026,6,1,0,Morning,1,6805.66,5
3256,dc18294b-ea60-440e-a953-bede2edf82db,USER_04796,2024-04-16 06:42:00,Food Delivery,Butter Chicken,Uber Eats,7612.27,15.75,85.49,341,UPI,Successful,MERCH_0553,Android,Urban,normal,normal,7526.780000000001,0.0020690280297467113,0.011230552778606117,0.0447960989297542,6,1,0,Morning,1,7612.27,5
3257,983374de-0dc4-4505-8d11-2194c54f8fa0,USER_01186,2024-04-16 08:02:00,Food Delivery,Butter Chicken,Domino's,1915.91,3.42,57.12,857,Bank Transfer,Successful,MERCH_0039,iOS,Rural,normal,normal,1858.7900000000002,0.001785052533782902,0.029813508985286362,0.4473070238163588,8,1,0,Morning,1,1915.91,6
3258,9824d851-f631-47bf-be01-4de09fe20398,USER_09377,2024-04-16 09:09:00,Food Delivery,Vegetable Biryani,Swiggy,7260.44,18.52,66.92,839,UPI,Failed,MERCH_0405,iOS,Suburban,normal,normal,7193.5199999999995,0.0025508095928070476,0.009217072243555488,0.11555773479293266,9,1,0,Morning,1,7260.44,7
3259,7087867a-6a0c-4278-bf70-40cb2f7f5614,USER_06591,2024-04-16 10:16:00,Gaming Credits,500 Gems Pack,Roblox,8806.5,19.52,15.5,516,Debit Card,Successful,MERCH_0218,Android,Urban,normal,normal,8791.0,0.0022165445977403056,0.0017600635893941974,0.058593084653381027,10,1,0,Morning,4,5266.620000000001,4
3260,7a143631-9813-41f4-a375-da33cf055224,USER_07771,2024-04-16 11:51:00,Hotel Booking,Deluxe Room,Airbnb,9055.01,13.75,44.15,545,Credit Card,Successful,MERCH_0262,Web,Urban,normal,normal,9010.86,0.0015184963903960348,0.004875753864435268,0.06018767511024284,11,1,0,Morning,3,6565.006666666667,7
3261,4de5c49a-909a-4491-95bb-7c06ee588f66,USER_05922,2024-04-16 12:40:00,Insurance Premium,Home Insurance,SBI Life,7105.43,2.44,99.54,428,Debit Card,Successful,MERCH_0667,Android,Rural,normal,normal,7005.89,0.00034339934388207324,0.014009004381156383,0.06023562261538007,12,1,0,Afternoon,1,7105.43,5
3262,c73bd030-7073-4f6c-8fdf-f0cc64346927,USER_00450,2024-04-16 12:50:00,Rent Payment,2BHK Flat Deposit,Nestaway,5864.2,31.04,79.78,294,Debit Card,Successful,MERCH_0812,iOS,Urban,normal,normal,5784.42,0.005293134613417005,0.013604583745438423,0.05013471573275127,12,1,0,Afternoon,2,4910.0,4
3263,f1a4a916-3553-4f4e-a23d-464f38d44d39,USER_02081,2024-04-16 16:07:00,Grocery Shopping,Dairy Milk Chocolate,Flipkart Supermart,2830.4,14.75,29.51,383,Bank Transfer,Successful,MERCH_0382,Android,Urban,normal,normal,2800.89,0.00521127755794234,0.010426088185415489,0.13531656302996042,16,1,0,Afternoon,1,2830.4,5
3264,3e7d64bc-8d7c-488d-aa29-b680e0266e69,USER_04670,2024-04-16 17:13:00,Bus Ticket,Sleeper Class,AbhiBus,2454.9,13.17,27.51,246,UPI,Successful,MERCH_0470,Android,Urban,normal,normal,2427.39,0.005364780642796041,0.011206159110350727,0.10020774776976658,17,1,0,Afternoon,1,2454.9,8
3265,14f590ea-89f1-47fc-b248-9aa1cd9962a7,USER_02239,2024-04-16 18:51:00,Food Delivery,Masala Dosa,Uber Eats,3412.1,22.03,1.41,527,Wallet Balance,Successful,MERCH_0613,Android,Urban,normal,normal,3410.69,0.006456434453855397,0.00041323525101843436,0.15445033850121626,18,1,0,Evening,1,3412.1,4
3266,d47c1ec9-abbc-446b-b3b0-e4b7c5cab640,USER_01453,2024-04-16 18:53:00,Electricity Bill,Temporary Connection Bill,Reliance Energy,2815.38,29.12,66.33,184,Bank Transfer,Successful,MERCH_0861,iOS,Rural,normal,normal,2749.05,0.01034318635495031,0.02355987468831916,0.06535529839666404,18,1,0,Evening,1,2815.38,5
3267,922d91c8-31d0-4074-b01f-c38d11c46309,USER_08169,2024-04-16 20:06:00,Hotel Booking,Suite,Fab Hotels,4005.09,4.74,52.85,841,Debit Card,Successful,MERCH_0319,Android,Urban,normal,normal,3952.2400000000002,0.0011834940038800627,0.013195708460983398,0.20998279689095625,20,1,0,Evening,2,4906.255,4
3268,36bd449a-dcba-41dc-aa0a-bab8f04ef9eb,USER_04447,2024-04-16 21:15:00,Gas Bill,Domestic LPG Cylinder,Adani Gas,9176.24,22.36,58.33,321,Bank Transfer,Pending,MERCH_0209,iOS,Suburban,normal,normal,9117.91,0.002436727897265111,0.006356634089779692,0.034981648256802354,21,1,0,Evening,1,9176.24,5
3269,83e832c4-c74b-4a50-b7e7-8d6d1d1c2ae3,USER_01086,2024-04-16 21:21:00,Grocery Shopping,Refined Sunflower Oil,Grofers,5677.42,46.93,52.16,97,Wallet Balance,Successful,MERCH_0475,iOS,Suburban,normal,normal,5625.26,0.00826607860612743,0.00918727168326458,0.017085225331224394,21,1,0,Evening,2,4129.67,8
3270,2eb5788b-95b0-46d1-b479-64c8e1050bf6,USER_06221,2024-04-16 22:39:00,Online Shopping,Smart LED TV,Snapdeal,9338.77,3.54,36.63,983,Credit Card,Successful,MERCH_0986,iOS,Suburban,normal,normal,9302.140000000001,0.0003790649089762356,0.003922358083559184,0.10526011455470045,22,1,0,Evening,1,9338.77,2
3271,1424ffb8-8362-4050-9ec7-27396fcd6cb0,USER_01577,2024-04-16 22:43:00,Rent Payment,Co-working Space,Housing.com,9862.83,16.27,49.53,888,Credit Card,Successful,MERCH_0337,Android,Urban,normal,normal,9813.3,0.0016496279465427264,0.005021885199278504,0.09003501023539896,22,1,0,Evening,1,9862.83,4
3272,4c100443-c699-4931-943f-ee28ac6c9972,USER_09789,2024-04-17 00:25:00,Hotel Booking,Service Apartment,MakeMyTrip,3750.45,6.58,50.32,211,UPI,Successful,MERCH_0128,iOS,Urban,normal,normal,3700.1299999999997,0.0017544561319308351,0.013417056619872282,0.056259915476809454,0,2,0,Night,2,3525.435,4
3273,d53b48ef-4a44-4619-a24b-60681e88d1ad,USER_06591,2024-04-17 11:59:00,Bus Ticket,Sleeper Class,MakeMyTrip Bus,1694.67,19.16,70.68,37,Debit Card,Successful,MERCH_0279,Android,Urban,normal,normal,1623.99,0.011306035983406798,0.041707235036909845,0.021833159258144653,11,2,0,Morning,4,5266.620000000001,4
3274,4bb15685-bdeb-44bd-9932-2869a1172eb2,USER_03025,2024-04-17 12:33:00,Education Fee,IELTS Training,BYJU'S,3337.42,6.54,61.02,941,Debit Card,Successful,MERCH_0097,Android,Suburban,normal,normal,3276.4,0.001959597533424022,0.018283584325616796,0.2819543239987775,12,2,0,Afternoon,1,3337.42,4
3275,06a53d10-c39d-4608-90f1-42bdceed53ae,USER_06508,2024-04-17 13:08:00,Insurance Premium,Home Insurance,SBI Life,2543.67,48.41,61.38,573,Wallet Balance,Successful,MERCH_0471,Android,Urban,normal,normal,2482.29,0.019031556766404445,0.024130488624703676,0.22526506976140773,13,2,0,Afternoon,1,2543.67,6
3276,e6af9395-0d67-4db5-b2a5-1afbbd85dd96,USER_07057,2024-04-17 17:10:00,Streaming Service,Premium Plan,Hotstar,3216.55,42.71,58.91,775,Debit Card,Successful,MERCH_0198,Android,Urban,normal,normal,3157.6400000000003,0.013278201800065286,0.018314653899364222,0.24094138129362203,17,2,0,Afternoon,2,3308.1400000000003,4
3277,a40e19f6-8f73-4b01-8f3d-bcdd5ec63eb8,USER_06168,2024-04-17 19:14:00,Mobile Recharge,Family Plan 999,Jio,3830.61,14.18,71.59,319,UPI,Successful,MERCH_0404,Android,Suburban,normal,normal,3759.02,0.0037017602940523833,0.01868892943943654,0.08327655386478916,19,2,0,Evening,1,3830.61,8
3278,84406910-2f51-487c-91d6-381dde195c62,USER_04391,2024-04-17 21:04:00,Internet Bill,Fiber 100Mbps Plan,Hathway,8860.14,35.45,56.12,467,Wallet Balance,Successful,MERCH_0454,Android,Urban,normal,normal,8804.019999999999,0.004001065445918463,0.006333985693228324,0.05270797075441246,21,2,0,Evening,1,8860.14,5
3279,bd110604-4f77-47af-a8da-caa4074d81a2,USER_08520,2024-04-17 22:00:00,Mobile Recharge,Data Pack 50GB,Airtel,5304.95,16.06,79.11,878,Wallet Balance,Successful,MERCH_0146,Android,Urban,normal,normal,5225.84,0.0030273612380889545,0.014912487393849141,0.1655058011856851,22,2,0,Evening,2,6782.42,6
3280,aba301c3-6518-4d77-838b-65d94214c32b,USER_09741,2024-04-18 01:36:00,Gas Bill,Auto LPG,Gujarat Gas,4477.15,31.22,54.94,17,Bank Transfer,Successful,MERCH_0140,Web,Urban,normal,normal,4422.21,0.006973186067029249,0.012271199312062362,0.003797058396524575,1,3,0,Night,2,4857.82,6
3281,f328e062-0fdc-4c26-82b4-0698e8abdfc4,USER_01209,2024-04-18 02:43:00,Electricity Bill,Temporary Connection Bill,BSES,7260.11,27.49,71.47,727,Credit Card,Successful,MERCH_0830,Web,Suburban,normal,normal,7188.639999999999,0.003786444007046725,0.009844203462481974,0.10013622383131937,2,3,0,Night,2,3780.2,6
3282,c60a0432-9d8c-4004-bca8-8bffcbe24ad1,USER_03730,2024-04-18 11:39:00,Hotel Booking,Villa,MakeMyTrip,8525.22,13.72,28.79,98,Bank Transfer,Successful,MERCH_0689,iOS,Urban,normal,normal,8496.429999999998,0.0016093426328000922,0.0033770389503144788,0.011495304520000658,11,3,0,Morning,2,6719.78,4
3283,8bad60eb-d08d-465f-aa83-99a571df1452,USER_06498,2024-04-18 13:59:00,Electricity Bill,Industrial Bill,Tata Power,2325.65,48.4,59.76,3,Wallet Balance,Successful,MERCH_0402,iOS,Urban,normal,normal,2265.89,0.020811386064111106,0.02569604196676198,0.0012899619461225894,13,3,0,Afternoon,3,3064.596666666667,7
3284,b175e4d5-166c-4846-9735-aa8908e2bc34,USER_09183,2024-04-18 15:24:00,Insurance Premium,Term Life Policy,LIC,874.85,24.94,17.42,987,Wallet Balance,Successful,MERCH_0581,iOS,Suburban,normal,normal,857.4300000000001,0.028507744184717382,0.01991198491169915,1.1281934045836428,15,3,0,Afternoon,2,5307.175,4
3285,d8e9ec16-6f98-476f-86b1-ac9af6f92e58,USER_09498,2024-04-18 16:53:00,Loan Repayment,Car Loan Installment,ICICI Bank,6618.58,17.23,71.51,176,Credit Card,Successful,MERCH_0279,Android,Suburban,normal,normal,6547.07,0.0026032774401759896,0.010804432370689787,0.026591806701739648,16,3,0,Afternoon,2,7736.925,4
3286,d226602d-16f4-47cd-84c7-57c59400d47c,USER_06933,2024-04-18 19:50:00,Movie Ticket,3 Idiots,Carnival Cinemas,1155.43,11.71,74.94,76,Wallet Balance,Successful,MERCH_0847,Android,Urban,normal,normal,1080.49,0.010134755026267277,0.0648589702534987,0.06577637762564587,19,3,0,Evening,1,1155.43,6
3287,e9be9962-ca18-4604-a847-337d82d30701,USER_08033,2024-04-18 20:44:00,Hotel Booking,Deluxe Room,Treebo,2856.45,24.41,3.57,603,Bank Transfer,Successful,MERCH_0124,Android,Urban,normal,normal,2852.8799999999997,0.008545572301283062,0.0012498030772462323,0.2111011920390695,20,3,0,Evening,2,1584.46,6
3288,13094493-c5d2-49fa-9892-8592a60a9d1a,USER_07214,2024-04-18 21:08:00,Electricity Bill,Temporary Connection Bill,Tata Power,4524.66,22.34,1.01,778,Wallet Balance,Successful,MERCH_0787,iOS,Suburban,normal,normal,4523.65,0.004937387560612289,0.00022322119231058245,0.17194662140359718,21,3,0,Evening,1,4524.66,5
3289,45babb41-ef22-45ee-9006-b143245a6304,USER_03192,2024-04-18 23:00:00,Online Shopping,Fitness Tracker,Snapdeal,621.19,47.25,82.64,332,Debit Card,Successful,MERCH_0776,Android,Urban,normal,normal,538.5500000000001,0.076063684218999,0.13303498124567362,0.5344580563112735,23,3,0,Evening,2,1599.055,4
3290,5802ca60-8ce6-4ec6-827b-eed8470edcaa,USER_00042,2024-04-19 01:48:00,Internet Bill,4G Unlimited Plan,Hathway,2091.34,1.71,41.47,553,Debit Card,Successful,MERCH_0400,Android,Urban,normal,normal,2049.8700000000003,0.0008176575783947134,0.019829391681888166,0.26442376658027866,1,4,0,Night,1,2091.34,9
